order_id,user_id,order_date,days_since_last_order,product_id,product_category,order_value,is_repeat_order
15357,7160,2023-02-12,2.0,494,Cold & Cough,376.12,1
15358,4552,2023-02-28,9.0,292,Pain Relief,433.01,1
15359,3969,2023-07-26,,346,Diabetes Care,1075.19,0
15360,17,2023-10-07,17.0,223,Skin Care,662.92,1
15361,4039,2023-08-20,,300,Heart Care,973.23,0
15362,1585,2023-05-23,12.0,102,Diabetes Care,325.42,1
15363,5796,2023-08-22,,284,Pain Relief,775.88,0
15364,2329,2023-10-20,25.0,112,Heart Care,1280.39,1
15365,1733,2023-12-26,17.0,439,Digestive Health,1203.39,1
15366,2014,2023-06-19,,457,Digestive Health,541.0,0
15367,138,2023-06-30,,84,Heart Care,224.74,0
15368,337,2023-01-30,23.0,287,Cold & Cough,434.59,1
15369,1606,2023-07-10,,439,Digestive Health,759.95,0
15370,102,2023-03-30,37.0,312,Diabetes Care,1343.36,1
15371,2810,2023-08-07,,358,Cold & Cough,1125.85,0
15372,557,2023-09-25,6.0,242,Heart Care,262.91,1
15373,7598,2023-12-18,,279,Cold & Cough,333.52,0
15374,4156,2023-04-22,,232,Pain Relief,224.35,0
15375,3517,2023-04-17,,385,Cold & Cough,268.7,0
15376,1270,2023-12-13,18.0,477,Diabetes Care,941.9,1
15377,5279,2023-03-16,,149,Heart Care,278.07,0
15378,3827,2023-08-19,,216,Cold & Cough,1077.28,0
15379,6659,2023-07-26,45.0,274,Vitamins,729.55,1
15380,2381,2023-08-21,,148,Cold & Cough,1053.71,0
15381,308,2023-10-21,44.0,253,Vitamins,288.95,1
15382,5012,2023-02-15,,80,Cold & Cough,466.82,0
15383,1434,2023-02-15,8.0,281,Skin Care,937.67,1
15384,4163,2023-06-27,,379,Vitamins,1142.12,0
15385,2203,2023-12-02,,66,Diabetes Care,1495.43,0
15386,1350,2023-09-20,18.0,194,Diabetes Care,627.15,1
15387,7946,2023-07-17,20.0,306,Heart Care,683.8,1
15388,5865,2023-12-03,21.0,167,Heart Care,182.54,1
15389,517,2023-06-22,,292,Heart Care,463.43,0
15390,2268,2023-10-02,,257,Diabetes Care,1005.64,0
15391,2986,2023-07-04,,380,Digestive Health,1498.49,0
15392,2510,2023-07-11,45.0,407,Skin Care,1389.27,1
15393,7053,2023-04-21,24.0,383,Pain Relief,1076.98,1
15394,2097,2023-03-19,,432,Diabetes Care,610.3,0
15395,6227,2023-12-28,,257,Skin Care,181.35,0
15396,1255,2023-12-26,42.0,216,Pain Relief,379.51,1
15397,6114,2023-06-15,,490,Heart Care,1195.98,0
15398,3737,2023-04-12,43.0,305,Vitamins,1083.73,1
15399,7605,2023-02-21,,107,Digestive Health,615.23,0
15400,4258,2023-02-13,,282,Skin Care,763.21,0
15401,425,2023-01-20,13.0,351,Skin Care,753.21,1
15402,1340,2023-11-26,28.0,422,Skin Care,1358.54,1
15403,7169,2023-12-04,45.0,476,Cold & Cough,614.12,1
15404,4553,2023-11-13,30.0,40,Skin Care,1273.14,1
15405,7340,2023-05-16,,55,Cold & Cough,748.17,0
15406,4264,2023-10-12,,205,Skin Care,873.42,0
15407,5797,2023-01-15,7.0,406,Heart Care,615.56,1
15408,6366,2023-08-05,26.0,343,Skin Care,480.85,1
15409,3590,2023-05-14,,121,Pain Relief,833.43,0
15410,4448,2023-09-06,,340,Pain Relief,863.79,0
15411,6320,2023-01-08,28.0,493,Diabetes Care,1295.27,1
15412,337,2023-08-01,28.0,42,Digestive Health,314.55,1
15413,1929,2023-01-14,,482,Cold & Cough,312.64,0
15414,6009,2023-08-22,22.0,465,Skin Care,511.18,1
15415,5755,2023-09-23,,311,Cold & Cough,1339.61,0
15416,831,2023-05-27,,451,Diabetes Care,487.55,0
15417,4024,2023-10-08,18.0,208,Vitamins,936.48,1
15418,2166,2023-01-14,,221,Pain Relief,1268.24,0
15419,935,2023-02-22,42.0,154,Heart Care,377.39,1
15420,3734,2023-12-11,13.0,340,Diabetes Care,1147.82,1
15421,7548,2023-09-16,,51,Digestive Health,1334.75,0
15422,7007,2023-02-07,,228,Heart Care,159.56,0
15423,5216,2023-09-04,,2,Cold & Cough,704.49,0
15424,1849,2023-09-02,8.0,175,Cold & Cough,616.03,1
15425,3910,2023-05-28,25.0,227,Diabetes Care,1315.19,1
15426,484,2023-06-14,12.0,458,Digestive Health,256.56,1
15427,4619,2023-08-21,18.0,176,Diabetes Care,1444.76,1
15428,5014,2023-09-14,,385,Vitamins,337.96,0
15429,6862,2023-06-14,10.0,306,Digestive Health,1409.73,1
15430,4715,2023-11-03,35.0,179,Digestive Health,729.21,1
15431,7735,2023-06-11,43.0,424,Skin Care,421.34,1
15432,143,2023-12-11,,55,Heart Care,897.46,0
15433,377,2023-07-23,,468,Diabetes Care,821.21,0
15434,7158,2023-02-04,26.0,142,Cold & Cough,697.19,1
15435,6076,2023-09-13,,323,Digestive Health,208.32,0
15436,1418,2023-04-11,20.0,98,Cold & Cough,1358.53,1
15437,7396,2023-03-02,,167,Heart Care,787.48,0
15438,2615,2023-09-08,,89,Vitamins,1253.82,0
15439,2432,2023-06-22,,274,Vitamins,914.2,0
15440,4213,2023-05-17,36.0,467,Skin Care,403.51,1
15441,3667,2023-06-15,26.0,307,Pain Relief,1486.17,1
15442,4679,2023-01-09,23.0,329,Pain Relief,532.5,1
15443,7018,2023-03-05,,404,Diabetes Care,391.41,0
15444,1222,2023-05-11,,135,Cold & Cough,838.48,0
15445,6743,2023-10-16,33.0,82,Vitamins,506.99,1
15446,843,2023-06-19,20.0,185,Digestive Health,961.98,1
15447,7297,2023-08-23,14.0,348,Skin Care,353.34,1
15448,5752,2023-10-28,33.0,95,Pain Relief,498.48,1
15449,1641,2023-09-26,8.0,312,Cold & Cough,510.17,1
15450,7162,2023-01-06,,164,Pain Relief,541.04,0
15451,3175,2023-03-06,26.0,11,Vitamins,814.49,1
15452,2196,2023-04-21,,16,Skin Care,1498.55,0
15453,5184,2023-08-29,,475,Pain Relief,191.75,0
15454,1791,2023-06-12,,119,Skin Care,584.77,0
15455,4047,2023-09-12,44.0,13,Digestive Health,342.01,1
15456,1293,2023-07-04,5.0,35,Skin Care,376.61,1
15457,3707,2023-05-04,22.0,252,Diabetes Care,1126.58,1
15458,6501,2023-11-01,42.0,208,Diabetes Care,971.96,1
15459,352,2023-11-11,16.0,113,Vitamins,307.22,1
15460,5925,2023-04-17,,210,Skin Care,373.89,0
15461,3373,2023-09-01,7.0,299,Pain Relief,941.54,1
15462,4489,2023-01-15,,486,Diabetes Care,163.85,0
15463,5153,2023-06-14,,189,Vitamins,566.61,0
15464,4533,2023-09-24,20.0,305,Vitamins,890.32,1
15465,1219,2023-10-02,42.0,337,Digestive Health,887.36,1
15466,6037,2023-10-07,,107,Cold & Cough,1072.41,0
15467,7265,2023-03-08,,426,Cold & Cough,479.37,0
15468,7427,2023-11-23,16.0,435,Pain Relief,590.96,1
15469,7573,2023-12-26,,80,Pain Relief,871.42,0
15470,3363,2023-04-05,45.0,470,Pain Relief,1303.51,1
15471,1164,2023-02-14,15.0,258,Vitamins,945.98,1
15472,7967,2023-01-31,,33,Digestive Health,170.94,0
15473,7128,2023-02-02,7.0,151,Skin Care,1270.63,1
15474,1549,2023-11-25,31.0,128,Vitamins,1484.68,1
15475,510,2023-02-25,31.0,53,Heart Care,883.93,1
15476,4664,2023-05-03,42.0,213,Heart Care,365.35,1
15477,6982,2023-11-11,27.0,361,Pain Relief,373.55,1
15478,4305,2023-10-16,14.0,24,Digestive Health,425.54,1
15479,6105,2023-04-02,25.0,376,Skin Care,1173.96,1
15480,4717,2023-02-04,19.0,11,Skin Care,242.01,1
15481,6858,2023-12-03,,82,Skin Care,1221.46,0
15482,3621,2023-06-23,14.0,177,Cold & Cough,1234.0,1
15483,379,2023-05-21,,350,Skin Care,386.13,0
15484,4046,2023-01-12,,337,Cold & Cough,1078.44,0
15485,780,2023-08-17,,304,Diabetes Care,505.38,0
15486,2291,2023-05-23,,492,Skin Care,1468.18,0
15487,811,2023-06-30,,445,Skin Care,1471.36,0
15488,3435,2023-11-27,,240,Diabetes Care,191.94,0
15489,4820,2023-05-22,15.0,10,Pain Relief,515.31,1
15490,6076,2023-01-26,,478,Diabetes Care,781.4,0
15491,4228,2023-11-11,,293,Digestive Health,647.6,0
15492,212,2023-08-26,,337,Pain Relief,637.03,0
15493,6889,2023-03-07,9.0,146,Cold & Cough,879.02,1
15494,159,2023-07-29,16.0,209,Skin Care,1426.98,1
15495,2251,2023-07-10,5.0,123,Cold & Cough,871.2,1
15496,1338,2023-11-27,,128,Heart Care,944.59,0
15497,7947,2023-02-05,,476,Pain Relief,1329.4,0
15498,3229,2023-07-05,,367,Digestive Health,690.69,0
15499,574,2023-05-05,,238,Heart Care,814.22,0
15500,5496,2023-11-17,26.0,145,Diabetes Care,1480.91,1
15501,3430,2023-08-09,41.0,145,Vitamins,989.34,1
15502,7447,2023-05-04,,172,Digestive Health,1030.28,0
15503,2935,2023-12-26,,10,Heart Care,666.86,0
15504,6844,2023-06-28,26.0,53,Heart Care,1083.4,1
15505,309,2023-01-19,,320,Digestive Health,680.51,0
15506,3724,2023-11-08,27.0,423,Digestive Health,638.35,1
15507,5452,2023-03-09,15.0,401,Diabetes Care,1269.55,1
15508,6693,2023-11-08,,422,Diabetes Care,943.98,0
15509,2128,2023-05-01,25.0,370,Cold & Cough,604.06,1
15510,5313,2023-11-03,,496,Heart Care,445.04,0
15511,4766,2023-07-31,,396,Vitamins,243.66,0
15512,1806,2023-08-16,,20,Vitamins,308.84,0
15513,5860,2023-07-22,,433,Cold & Cough,1136.3,0
15514,978,2023-11-25,,315,Skin Care,1287.3,0
15515,660,2023-07-30,,282,Vitamins,1233.63,0
15516,7214,2023-05-17,,197,Cold & Cough,940.35,0
15517,5324,2023-09-07,25.0,45,Pain Relief,595.25,1
15518,6264,2023-03-09,18.0,347,Diabetes Care,506.34,1
15519,285,2023-11-21,12.0,480,Cold & Cough,1028.0,1
15520,3788,2023-04-09,,61,Digestive Health,768.73,0
15521,3598,2023-10-13,20.0,433,Heart Care,1338.96,1
15522,7966,2023-05-15,,215,Digestive Health,745.74,0
15523,6779,2023-07-12,,114,Vitamins,523.23,0
15524,684,2023-09-14,,237,Heart Care,1360.32,0
15525,4203,2023-01-31,,321,Vitamins,1081.05,0
15526,7089,2023-10-13,,80,Heart Care,295.44,0
15527,909,2023-05-01,16.0,444,Vitamins,211.13,1
15528,2148,2023-01-01,,150,Pain Relief,1298.44,0
15529,1407,2023-02-06,,90,Pain Relief,249.24,0
15530,3369,2023-03-18,,13,Cold & Cough,1340.04,0
15531,7530,2023-08-23,,271,Digestive Health,1436.42,0
15532,15,2023-08-03,12.0,380,Skin Care,1136.52,1
15533,2005,2023-12-07,,124,Diabetes Care,912.45,0
15534,7392,2023-03-29,,27,Digestive Health,166.44,0
15535,4447,2023-05-18,,356,Heart Care,370.07,0
15536,69,2023-05-19,,21,Vitamins,1283.12,0
15537,769,2023-01-12,3.0,248,Heart Care,1152.21,1
15538,3285,2023-05-09,,138,Digestive Health,1304.0,0
15539,3713,2023-10-31,,354,Vitamins,972.33,0
15540,128,2023-12-29,38.0,443,Cold & Cough,386.1,1
15541,4972,2023-01-24,21.0,298,Pain Relief,1266.99,1
15542,5509,2023-08-10,,497,Skin Care,401.71,0
15543,5913,2023-12-15,,447,Skin Care,328.76,0
15544,5067,2023-10-23,14.0,252,Diabetes Care,1317.99,1
15545,4308,2023-04-26,21.0,97,Cold & Cough,1366.28,1
15546,3637,2023-07-16,,137,Pain Relief,251.4,0
15547,4444,2023-05-30,27.0,137,Digestive Health,977.62,1
15548,1625,2023-04-27,40.0,74,Cold & Cough,162.73,1
15549,964,2023-08-19,,75,Heart Care,849.93,0
15550,4987,2023-06-22,20.0,26,Vitamins,1001.04,1
15551,3697,2023-03-02,18.0,122,Heart Care,1056.46,1
15552,1780,2023-08-02,5.0,430,Diabetes Care,464.99,1
15553,1502,2023-12-05,,428,Heart Care,395.95,0
15554,6284,2023-12-17,14.0,437,Cold & Cough,895.31,1
15555,6126,2023-03-16,22.0,99,Cold & Cough,1008.72,1
15556,6328,2023-05-24,,8,Heart Care,630.1,0
15557,1193,2023-09-09,44.0,336,Pain Relief,628.07,1
15558,1653,2023-11-27,,266,Cold & Cough,1192.21,0
15559,3700,2023-03-03,,394,Vitamins,1127.61,0
15560,5181,2023-12-04,15.0,355,Skin Care,1189.85,1
15561,6481,2023-01-13,3.0,340,Digestive Health,973.11,1
15562,6649,2023-12-28,,462,Diabetes Care,1252.51,0
15563,1300,2023-10-13,36.0,450,Cold & Cough,1324.05,1
15564,6515,2023-09-02,,215,Skin Care,635.73,0
15565,6046,2023-01-15,32.0,490,Digestive Health,152.43,1
15566,5830,2023-12-15,,82,Vitamins,407.3,0
15567,1905,2023-01-28,,266,Digestive Health,397.62,0
15568,70,2023-02-15,,344,Pain Relief,444.16,0
15569,897,2023-10-14,,32,Skin Care,216.11,0
15570,7260,2023-04-12,,87,Pain Relief,1193.41,0
15571,6981,2023-02-23,33.0,492,Skin Care,1288.78,1
15572,2739,2023-08-06,,59,Heart Care,291.89,0
15573,3007,2023-05-25,12.0,147,Pain Relief,1228.36,1
15574,7089,2023-04-24,24.0,72,Skin Care,629.36,1
15575,4180,2023-06-12,,247,Pain Relief,920.15,0
15576,5431,2023-12-30,,155,Diabetes Care,1463.5,0
15577,6098,2023-03-12,,441,Pain Relief,635.4,0
15578,5806,2023-09-04,34.0,267,Diabetes Care,783.84,1
15579,2699,2023-04-03,14.0,160,Heart Care,1217.03,1
15580,2176,2023-01-30,26.0,433,Diabetes Care,1496.74,1
15581,2557,2023-04-05,10.0,249,Diabetes Care,958.69,1
15582,7345,2023-02-24,,13,Digestive Health,980.17,0
15583,6111,2023-01-21,,150,Diabetes Care,1205.83,0
15584,7891,2023-08-09,2.0,35,Vitamins,1015.15,1
15585,3762,2023-01-06,,333,Pain Relief,493.5,0
15586,1316,2023-06-28,,140,Pain Relief,1430.89,0
15587,257,2023-03-31,18.0,258,Cold & Cough,1246.38,1
15588,1679,2023-07-02,5.0,113,Digestive Health,622.41,1
15589,991,2023-05-01,,491,Skin Care,1174.05,0
15590,7679,2023-07-05,,421,Heart Care,1437.31,0
15591,687,2023-10-18,,337,Heart Care,746.16,0
15592,6024,2023-08-26,,450,Skin Care,162.58,0
15593,4752,2023-06-26,,466,Cold & Cough,1116.74,0
15594,5396,2023-10-10,,459,Heart Care,1262.5,0
15595,5866,2023-09-25,,248,Vitamins,892.67,0
15596,6200,2023-07-18,,53,Vitamins,322.01,0
15597,943,2023-05-14,10.0,414,Cold & Cough,418.35,1
15598,1917,2023-08-26,,325,Heart Care,1045.73,0
15599,7965,2023-04-28,37.0,344,Cold & Cough,418.8,1
15600,1245,2023-06-21,2.0,304,Heart Care,1334.09,1
15601,5967,2023-12-18,16.0,164,Heart Care,1201.73,1
15602,1148,2023-01-06,,45,Skin Care,395.89,0
15603,7052,2023-08-08,,391,Digestive Health,1164.05,0
15604,4536,2023-10-13,,430,Vitamins,277.92,0
15605,7606,2023-01-20,27.0,399,Digestive Health,554.08,1
15606,5240,2023-03-22,44.0,251,Vitamins,961.7,1
15607,4265,2023-04-29,,212,Vitamins,1418.68,0
15608,1623,2023-06-13,10.0,424,Cold & Cough,985.33,1
15609,6213,2023-12-02,37.0,408,Skin Care,840.89,1
15610,3264,2023-10-13,21.0,355,Diabetes Care,630.83,1
15611,241,2023-11-06,15.0,448,Diabetes Care,1100.3,1
15612,6118,2023-02-07,,172,Digestive Health,440.65,0
15613,1738,2023-06-20,33.0,183,Digestive Health,325.16,1
15614,5423,2023-02-02,16.0,248,Heart Care,252.52,1
15615,4969,2023-02-10,9.0,422,Diabetes Care,1405.21,1
15616,7407,2023-02-23,,301,Vitamins,1194.77,0
15617,2446,2023-04-06,20.0,187,Vitamins,394.28,1
15618,2651,2023-03-02,1.0,472,Skin Care,1038.4,1
15619,4671,2023-02-22,45.0,352,Cold & Cough,505.66,1
15620,990,2023-09-06,,217,Pain Relief,876.84,0
15621,2440,2023-11-24,20.0,342,Heart Care,1373.75,1
15622,6890,2023-09-29,3.0,280,Vitamins,308.94,1
15623,2959,2023-04-10,,168,Pain Relief,274.71,0
15624,123,2023-02-17,31.0,206,Cold & Cough,306.54,1
15625,497,2023-05-07,,164,Vitamins,875.2,0
15626,5135,2023-02-15,,237,Pain Relief,427.76,0
15627,7449,2023-12-21,,391,Skin Care,567.04,0
15628,3736,2023-08-09,25.0,40,Pain Relief,232.4,1
15629,7516,2023-10-12,,486,Pain Relief,736.03,0
15630,5759,2023-06-29,,384,Vitamins,986.22,0
15631,4785,2023-02-01,28.0,140,Cold & Cough,1356.66,1
15632,3231,2023-10-31,42.0,293,Cold & Cough,1318.65,1
15633,4655,2023-08-31,12.0,416,Pain Relief,595.99,1
15634,5670,2023-02-22,,161,Cold & Cough,229.45,0
15635,3084,2023-11-17,,412,Cold & Cough,290.69,0
15636,5574,2023-02-03,,453,Vitamins,496.01,0
15637,3124,2023-05-08,,85,Diabetes Care,170.18,0
15638,53,2023-01-23,,16,Heart Care,1060.31,0
15639,4316,2023-11-13,,386,Diabetes Care,423.73,0
15640,3103,2023-02-04,,263,Skin Care,1439.14,0
15641,717,2023-07-28,32.0,149,Skin Care,698.0,1
15642,4439,2023-12-03,,131,Digestive Health,508.17,0
15643,6352,2023-09-05,,475,Diabetes Care,301.68,0
15644,6265,2023-11-17,,27,Vitamins,349.53,0
15645,910,2023-07-31,9.0,256,Skin Care,1465.15,1
15646,6012,2023-04-19,,2,Diabetes Care,353.96,0
15647,5427,2023-06-21,,293,Pain Relief,365.32,0
15648,2536,2023-09-17,,70,Heart Care,971.42,0
15649,2030,2023-02-26,,397,Skin Care,1092.65,0
15650,1167,2023-02-13,1.0,59,Pain Relief,602.81,1
15651,1528,2023-12-26,,351,Heart Care,1060.93,0
15652,7297,2023-06-13,,102,Vitamins,159.76,0
15653,3402,2023-12-24,,251,Diabetes Care,1479.35,0
15654,1382,2023-05-08,,306,Pain Relief,759.59,0
15655,5975,2023-06-06,22.0,96,Pain Relief,1337.3,1
15656,15,2023-11-24,33.0,318,Diabetes Care,527.52,1
15657,6351,2023-01-29,36.0,277,Vitamins,923.36,1
15658,1761,2023-12-18,26.0,15,Vitamins,1222.02,1
15659,4736,2023-05-07,,102,Pain Relief,1132.11,0
15660,4164,2023-08-19,27.0,346,Vitamins,581.87,1
15661,3150,2023-10-12,,454,Pain Relief,466.26,0
15662,1070,2023-01-11,16.0,119,Diabetes Care,1457.03,1
15663,5689,2023-09-06,,129,Vitamins,271.66,0
15664,1091,2023-04-09,,373,Digestive Health,165.49,0
15665,4944,2023-02-26,37.0,183,Heart Care,1224.39,1
15666,6201,2023-02-10,,218,Pain Relief,1019.21,0
15667,1227,2023-02-16,42.0,271,Heart Care,348.72,1
15668,7894,2023-03-10,,306,Vitamins,1265.04,0
15669,5205,2023-07-08,,207,Cold & Cough,869.39,0
15670,733,2023-08-31,,430,Diabetes Care,781.63,0
15671,3246,2023-11-04,23.0,343,Skin Care,155.86,1
15672,92,2023-02-25,,445,Skin Care,530.48,0
15673,123,2023-05-17,39.0,111,Digestive Health,509.09,1
15674,1765,2023-01-25,,30,Vitamins,530.86,0
15675,4962,2023-02-08,33.0,435,Vitamins,1195.3,1
15676,1189,2023-02-04,,240,Skin Care,826.55,0
15677,5259,2023-11-08,6.0,92,Diabetes Care,697.43,1
15678,418,2023-03-14,20.0,433,Digestive Health,716.62,1
15679,214,2023-01-20,,190,Diabetes Care,1360.83,0
15680,3457,2023-03-16,,377,Heart Care,1339.45,0
15681,4587,2023-12-07,,256,Heart Care,1120.04,0
15682,7185,2023-02-07,,148,Skin Care,176.97,0
15683,1609,2023-05-31,37.0,224,Digestive Health,225.95,1
15684,4059,2023-03-03,,133,Cold & Cough,1209.08,0
15685,2265,2023-08-21,,91,Heart Care,504.41,0
15686,813,2023-05-31,,287,Digestive Health,943.19,0
15687,2618,2023-03-28,,235,Digestive Health,681.97,0
15688,4629,2023-11-23,31.0,219,Diabetes Care,630.99,1
15689,153,2023-11-01,28.0,247,Cold & Cough,360.77,1
15690,7652,2023-01-29,40.0,327,Cold & Cough,1421.52,1
15691,2881,2023-02-14,,116,Pain Relief,504.0,0
15692,5265,2023-07-21,,456,Skin Care,781.93,0
15693,2025,2023-01-26,40.0,482,Digestive Health,1020.88,1
15694,3929,2023-08-28,4.0,1,Pain Relief,992.83,1
15695,7206,2023-06-17,14.0,126,Diabetes Care,917.55,1
15696,941,2023-10-25,,398,Pain Relief,1202.38,0
15697,1640,2023-09-20,45.0,341,Diabetes Care,1484.41,1
15698,6902,2023-02-03,37.0,124,Cold & Cough,936.04,1
15699,7103,2023-07-21,,131,Cold & Cough,667.85,0
15700,3084,2023-10-26,,493,Cold & Cough,1113.83,0
15701,549,2023-10-26,,347,Skin Care,925.78,0
15702,964,2023-11-18,15.0,257,Cold & Cough,150.79,1
15703,1314,2023-05-20,8.0,394,Pain Relief,850.76,1
15704,5265,2023-05-23,,468,Pain Relief,978.51,0
15705,7362,2023-02-15,44.0,431,Skin Care,679.87,1
15706,3725,2023-01-10,24.0,387,Cold & Cough,807.18,1
15707,3970,2023-12-03,33.0,327,Cold & Cough,1412.68,1
15708,3500,2023-12-24,32.0,281,Pain Relief,547.96,1
15709,7467,2023-02-14,,294,Pain Relief,1204.28,0
15710,6640,2023-08-16,37.0,495,Cold & Cough,406.55,1
15711,5505,2023-05-08,,277,Vitamins,1408.47,0
15712,5102,2023-06-16,4.0,96,Pain Relief,308.77,1
15713,4759,2023-05-13,7.0,432,Heart Care,675.47,1
15714,7787,2023-10-17,43.0,344,Vitamins,931.7,1
15715,1629,2023-05-17,39.0,450,Skin Care,934.14,1
15716,4299,2023-10-29,9.0,48,Diabetes Care,1050.27,1
15717,5465,2023-01-30,41.0,182,Cold & Cough,1308.97,1
15718,5178,2023-04-29,22.0,339,Pain Relief,621.91,1
15719,228,2023-02-13,16.0,159,Diabetes Care,1341.14,1
15720,5641,2023-10-13,8.0,472,Vitamins,1159.55,1
15721,7285,2023-04-12,2.0,304,Skin Care,1193.81,1
15722,3258,2023-03-13,3.0,339,Digestive Health,1450.61,1
15723,4740,2023-11-23,36.0,277,Digestive Health,271.71,1
15724,1785,2023-01-10,,109,Diabetes Care,662.58,0
15725,190,2023-11-11,33.0,116,Cold & Cough,1308.47,1
15726,2183,2023-02-21,24.0,244,Diabetes Care,913.63,1
15727,2631,2023-07-28,,341,Diabetes Care,291.78,0
15728,5724,2023-10-02,,73,Diabetes Care,1382.9,0
15729,660,2023-09-04,2.0,393,Cold & Cough,774.01,1
15730,3523,2023-06-08,,46,Diabetes Care,522.89,0
15731,2115,2023-11-29,,39,Heart Care,682.02,0
15732,6742,2023-11-01,44.0,31,Digestive Health,786.67,1
15733,4661,2023-01-29,41.0,319,Cold & Cough,918.1,1
15734,6528,2023-07-17,,468,Digestive Health,312.52,0
15735,3475,2023-12-28,,93,Digestive Health,1496.22,0
15736,7998,2023-09-17,,331,Vitamins,757.28,0
15737,5363,2023-01-16,,213,Heart Care,703.17,0
15738,6508,2023-01-13,32.0,85,Digestive Health,1150.6,1
15739,1829,2023-06-27,,153,Skin Care,1357.19,0
15740,6121,2023-01-31,25.0,192,Diabetes Care,514.56,1
15741,3936,2023-11-01,31.0,307,Cold & Cough,854.52,1
15742,4990,2023-11-04,,125,Vitamins,1131.07,0
15743,2935,2023-12-24,25.0,96,Pain Relief,941.07,1
15744,7536,2023-02-23,17.0,126,Heart Care,814.19,1
15745,2842,2023-11-17,13.0,437,Heart Care,1169.6,1
15746,6650,2023-11-10,,112,Heart Care,1068.16,0
15747,297,2023-10-24,,45,Diabetes Care,897.29,0
15748,544,2023-01-28,10.0,156,Diabetes Care,1268.5,1
15749,7337,2023-06-21,,228,Heart Care,826.35,0
15750,2947,2023-06-10,25.0,309,Vitamins,374.0,1
15751,1119,2023-08-03,,88,Vitamins,1339.74,0
15752,5159,2023-12-01,,282,Pain Relief,776.47,0
15753,441,2023-04-16,,293,Vitamins,767.52,0
15754,7294,2023-08-08,,267,Skin Care,1435.36,0
15755,4612,2023-09-29,,409,Vitamins,1403.33,0
15756,1054,2023-12-17,,260,Vitamins,836.42,0
15757,7930,2023-10-13,12.0,227,Diabetes Care,416.23,1
15758,6086,2023-04-08,,276,Pain Relief,630.25,0
15759,3547,2023-12-27,7.0,306,Digestive Health,967.62,1
15760,204,2023-01-09,29.0,13,Diabetes Care,433.71,1
15761,2204,2023-07-09,45.0,114,Pain Relief,430.37,1
15762,518,2023-04-02,,209,Diabetes Care,865.46,0
15763,4129,2023-01-21,,313,Skin Care,747.0,0
15764,3034,2023-03-01,,238,Heart Care,508.31,0
15765,620,2023-07-29,,388,Skin Care,168.71,0
15766,3576,2023-03-02,,420,Cold & Cough,1331.75,0
15767,1273,2023-05-17,7.0,261,Pain Relief,554.42,1
15768,1947,2023-02-24,,283,Cold & Cough,550.06,0
15769,6422,2023-12-18,2.0,47,Heart Care,1251.23,1
15770,7501,2023-08-06,40.0,394,Diabetes Care,415.75,1
15771,6880,2023-06-18,3.0,299,Pain Relief,231.88,1
15772,2572,2023-09-09,,105,Pain Relief,987.36,0
15773,3661,2023-04-12,35.0,43,Skin Care,716.18,1
15774,488,2023-07-27,,57,Vitamins,817.57,0
15775,437,2023-09-03,,314,Cold & Cough,492.51,0
15776,5555,2023-07-25,42.0,158,Heart Care,481.91,1
15777,5063,2023-01-30,45.0,424,Vitamins,892.47,1
15778,5807,2023-06-07,,207,Skin Care,344.98,0
15779,972,2023-01-22,,231,Skin Care,999.17,0
15780,1944,2023-08-16,,115,Heart Care,218.98,0
15781,3148,2023-01-31,21.0,202,Pain Relief,195.58,1
15782,1709,2023-01-04,6.0,285,Digestive Health,1483.4,1
15783,7997,2023-02-08,13.0,215,Skin Care,1027.52,1
15784,7708,2023-05-08,,240,Diabetes Care,732.17,0
15785,5700,2023-12-31,,41,Pain Relief,1405.29,0
15786,249,2023-12-06,23.0,320,Heart Care,1399.22,1
15787,852,2023-09-13,,128,Pain Relief,297.22,0
15788,1832,2023-05-28,13.0,12,Digestive Health,884.31,1
15789,4103,2023-03-10,2.0,59,Pain Relief,178.36,1
15790,6322,2023-08-13,42.0,237,Digestive Health,375.75,1
15791,6522,2023-08-10,,452,Vitamins,1451.5,0
15792,684,2023-07-18,16.0,439,Skin Care,579.62,1
15793,921,2023-06-29,,359,Diabetes Care,1455.04,0
15794,4599,2023-05-29,,184,Digestive Health,885.3,0
15795,1596,2023-09-26,,153,Skin Care,1324.96,0
15796,7529,2023-07-14,29.0,422,Pain Relief,1307.72,1
15797,7824,2023-07-17,,480,Diabetes Care,1043.26,0
15798,1400,2023-05-08,,122,Skin Care,261.27,0
15799,6085,2023-12-06,35.0,174,Digestive Health,152.66,1
15800,5959,2023-06-22,12.0,484,Digestive Health,613.68,1
15801,3203,2023-09-26,,264,Vitamins,1418.05,0
15802,4390,2023-06-29,,21,Vitamins,1089.6,0
15803,6992,2023-01-23,,430,Vitamins,1209.12,0
15804,6510,2023-10-07,12.0,177,Heart Care,276.21,1
15805,1458,2023-07-24,,315,Pain Relief,388.73,0
15806,7599,2023-06-21,40.0,146,Diabetes Care,299.29,1
15807,7582,2023-01-31,,414,Cold & Cough,890.55,0
15808,6420,2023-08-07,,211,Skin Care,507.77,0
15809,280,2023-03-28,,447,Diabetes Care,999.44,0
15810,1187,2023-06-07,35.0,445,Pain Relief,1170.93,1
15811,6440,2023-09-26,,409,Vitamins,1185.87,0
15812,3776,2023-10-20,33.0,416,Heart Care,845.19,1
15813,7374,2023-09-17,37.0,356,Diabetes Care,1178.51,1
